sku,title,description,price,retail_price,images,brand,width,height,seat_height,depth,material,style,tags,condition
15260302,"""Rocket"" (2020) By J. Adam McGalliard, Original Ink Drawing","""Rocket"" (2020) by J. Adam McGalliard is an original, handmade pen an ink pointillist drawing on paper that measures 8 x 10 in.


J. Adam McGalliard is a Contemporary Realist artist that blends classical oil painting techniques with cutting-edge technology to investigate identity, myth, and societal divides. His layered work delves into personal narratives, archetypes, and human-nature relationships. The Erewhon series envisions potential futures in surreal landscapes, while Projections and Personas explore individual expressions and societal roles. Mentored by Vincent Desiderio and Steven Assael at the New York Academy of Art, McGalliard developed his distinctive aesthetic during his MFA studies. His work has graced prestigious venues such as Sotheby's, Museo de la Ciudad de México, and Winterrundgang der SpinnereiGalerien in Leipzig, Germany.",650,,"https://a.1stdibscdn.com/j-adam-mcgalliard-paintings-rocket-2020-by-j-adam-mcgalliard-original-ink-drawing-for-sale-picture-3/a_13082/a_152603021729204887220/6fdp1x34xrav4yhhoi7g3_master.jpg, https://a.1stdibscdn.com/j-adam-mcgalliard-paintings-rocket-2020-by-j-adam-mcgalliard-original-ink-drawing-for-sale/a_13082/a_152603021729204493959/6fdp1x34xrav4yhhoi7g_master.jpg, https://a.1stdibscdn.com/j-adam-mcgalliard-paintings-rocket-2020-by-j-adam-mcgalliard-original-ink-drawing-for-sale-picture-2/a_13082/a_152603021729204881264/6fdp1x34xrav4yhhoi7g2_master.jpg, https://a.1stdibscdn.com/j-adam-mcgalliard-paintings-rocket-2020-by-j-adam-mcgalliard-original-ink-drawing-for-sale-picture-4/a_13082/a_152603021729204894939/6fdp1x34xrav4yhhoi7g4_master.jpg",J. Adam McGalliard,10.0,8.0,,1.0,"Paper, Ink, Pen, ",Pointillist,"Created in 2020, Period: 21st Century",Excellent
15260202,"""Anamnesis"" (2022) By J. Adam McGalliard, Original Pastel Illustration","""Anamnesis"" (2022) by J. Adam McGalliard is an original, handmade pastel illustration that depicts a portrait of a woman looking up and out of a window.


J. Adam McGalliard is a Contemporary Realist artist that blends classical oil painting techniques with cutting-edge technology to investigate identity, myth, and societal divides. His layered work delves into personal narratives, archetypes, and human-nature relationships. The Erewhon series envisions potential futures in surreal landscapes, while Projections and Personas explore individual expressions and societal roles. Mentored by Vincent Desiderio and Steven Assael at the New York Academy of Art, McGalliard developed his distinctive aesthetic during his MFA studies. His work has graced prestigious venues such as Sotheby's, Museo de la Ciudad de México, and Winterrundgang der SpinnereiGalerien in Leipzig, Germany.",875,,"https://a.1stdibscdn.com/j-adam-mcgalliard-paintings-anamnesis-2022-by-j-adam-mcgalliard-original-pastel-illustration-for-sale-picture-3/a_13082/a_152602021729203916276/4wfs1lda1g1rddvns2sm3_master.jpg, https://a.1stdibscdn.com/j-adam-mcgalliard-paintings-anamnesis-2022-by-j-adam-mcgalliard-original-pastel-illustration-for-sale-picture-4/a_13082/a_152602021729203920699/4wfs1lda1g1rddvns2sm4_master.jpg, https://a.1stdibscdn.com/j-adam-mcgalliard-paintings-anamnesis-2022-by-j-adam-mcgalliard-original-pastel-illustration-for-sale/a_13082/a_152602021729203896368/4wfs1lda1g1rddvns2sm_master.jpg, https://a.1stdibscdn.com/j-adam-mcgalliard-paintings-anamnesis-2022-by-j-adam-mcgalliard-original-pastel-illustration-for-sale-picture-2/a_13082/a_152602021729203905992/4wfs1lda1g1rddvns2sm2_master.jpg",J. Adam McGalliard,8.0,8.0,,1.0,"Paper, Pastel, ",Realist,"Created in 2022, Period: 21st Century",Excellent
15259732,"""Dizzy"" (2020) By J. Adam McGalliard, Original Drawing of Woman","""Dizzy"" (2020) by J. Adam McGalliard is an original, handmade pen and ink drawing on paper that depicts a pointillist portrait of a woman.


J. Adam McGalliard is a Contemporary Realist artist that blends classical oil painting techniques with cutting-edge technology to investigate identity, myth, and societal divides. His layered work delves into personal narratives, archetypes, and human-nature relationships. The Erewhon series envisions potential futures in surreal landscapes, while Projections and Personas explore individual expressions and societal roles. Mentored by Vincent Desiderio and Steven Assael at the New York Academy of Art, McGalliard developed his distinctive aesthetic during his MFA studies. His work has graced prestigious venues such as Sotheby's, Museo de la Ciudad de México, and Winterrundgang der SpinnereiGalerien in Leipzig, Germany.",650,,"https://a.1stdibscdn.com/j-adam-mcgalliard-paintings-dizzy-2020-by-j-adam-mcgalliard-original-drawing-of-woman-for-sale/a_13082/a_152597321729197092988/xfir40ucudwbr4zthxc4_master.jpg, https://a.1stdibscdn.com/j-adam-mcgalliard-paintings-dizzy-2020-by-j-adam-mcgalliard-original-drawing-of-woman-for-sale-picture-2/a_13082/a_152597321729197423880/xfir40ucudwbr4zthxc42_master.jpg, https://a.1stdibscdn.com/j-adam-mcgalliard-paintings-dizzy-2020-by-j-adam-mcgalliard-original-drawing-of-woman-for-sale-picture-3/a_13082/a_152597321729197428941/xfir40ucudwbr4zthxc43_master.jpg, https://a.1stdibscdn.com/j-adam-mcgalliard-paintings-dizzy-2020-by-j-adam-mcgalliard-original-drawing-of-woman-for-sale-picture-4/a_13082/a_152597321729197433513/xfir40ucudwbr4zthxc44_master.jpg",J. Adam McGalliard,8.0,10.0,,1.0,"Paper, Ink, Pen, ",Pointillist,"Created in 2020, Period: 21st Century",Excellent
15259962,"""Float"" (2020) By J. Adam McGalliard, Original Ink Drawing","""Float"" (2020) by J. Adam McGalliard is an original, handmade pen an ink drawing that depicts an abstract portrait of a man laying down.


J. Adam McGalliard is a Contemporary Realist artist that blends classical oil painting techniques with cutting-edge technology to investigate identity, myth, and societal divides. His layered work delves into personal narratives, archetypes, and human-nature relationships. The Erewhon series envisions potential futures in surreal landscapes, while Projections and Personas explore individual expressions and societal roles. Mentored by Vincent Desiderio and Steven Assael at the New York Academy of Art, McGalliard developed his distinctive aesthetic during his MFA studies. His work has graced prestigious venues such as Sotheby's, Museo de la Ciudad de México, and Winterrundgang der SpinnereiGalerien in Leipzig, Germany.",650,,"https://a.1stdibscdn.com/j-adam-mcgalliard-paintings-float-2020-by-j-adam-mcgalliard-original-ink-drawing-for-sale-picture-3/a_13082/a_152599621729201050532/rg8eosrplbgsfz101s793_master.jpg, https://a.1stdibscdn.com/j-adam-mcgalliard-paintings-float-2020-by-j-adam-mcgalliard-original-ink-drawing-for-sale-picture-2/a_13082/a_152599621729201041983/rg8eosrplbgsfz101s792_master.jpg, https://a.1stdibscdn.com/j-adam-mcgalliard-paintings-float-2020-by-j-adam-mcgalliard-original-ink-drawing-for-sale-picture-4/a_13082/a_152599621729201057415/rg8eosrplbgsfz101s794_master.jpg, https://a.1stdibscdn.com/j-adam-mcgalliard-paintings-float-2020-by-j-adam-mcgalliard-original-ink-drawing-for-sale/a_13082/a_152599621729200920683/rg8eosrplbgsfz101s79_master.jpg",J. Adam McGalliard,10.0,8.0,,1.0,"Paper, Ink, Pen, ",Pointillist,"Created in 2020, Period: 21st Century",Excellent
15258832,"""Immersion"" By Cody Erickson, Original Oil Painting","""Immersion"" by Cody Erickson is an original, handmade oil abstract painting.


B. 1986, Detroit, MI

As a native to the eastern side of Michigan, Cody pursued his higher education in the arts here in our state. With a bachelor's degree in illustration from College for Creative Studies, he went on to further his exploration of the arts and art theory at Kendall College of Art and Design. Cody earned his MFA from KCAD in 2013 and has since went on to pursue his study of painting full time.

Propelled by a generation of instant gratification and digital awareness, Cody strives to bring meaning to an art form that is deeply rooted in our world's history yet is now considered counter-culture: painting. His artwork investigates the space between one's leisures and self and the cultivation of American civilization through interest or distraction. 

The realism within Cody's paintings proposes discourse on the pursuit or rebellion of visual quietness, organization, and detail orientation in a mass image-seeking culture. His chosen medium of oils symbolizes craftsmanship's emergence from a digital age.

When away from his studio, Cody is often found deeply immersed in his outdoor interests of plein air painting, rock climbing, and backpacking. Nature reimagined is and will continue to be Cody's ultimate muse.",1325,,"https://a.1stdibscdn.com/cody-erickson-paintings-immersion-by-cody-erickson-original-oil-painting-for-sale-picture-4/a_13082/a_152588321729192939787/soqq5hiuypygc1by29s54_master.jpg, https://a.1stdibscdn.com/cody-erickson-paintings-immersion-by-cody-erickson-original-oil-painting-for-sale-picture-2/a_13082/a_152588321729192884424/soqq5hiuypygc1by29s52_master.jpg, https://a.1stdibscdn.com/cody-erickson-paintings-immersion-by-cody-erickson-original-oil-painting-for-sale-picture-3/a_13082/a_152588321729192935509/soqq5hiuypygc1by29s53_master.jpg, https://a.1stdibscdn.com/cody-erickson-paintings-immersion-by-cody-erickson-original-oil-painting-for-sale/a_13082/a_152588321729192781783/soqq5hiuypygc1by29s5_master.jpg",Cody Erickson,12.0,12.0,,1.0,"Oil, ",,Period: 21st Century,Excellent
15260362,"""Cactus Wren"" (2022) By J. Adam McGalliard, Original Pastel Illustration","""Cactus Wren"" (2022) by J. Adam McGalliard is an original, handmade pastel illustration on paper that depicts a small bird standing on a bloomed cactus. 


J. Adam McGalliard is a Contemporary Realist artist that blends classical oil painting techniques with cutting-edge technology to investigate identity, myth, and societal divides. His layered work delves into personal narratives, archetypes, and human-nature relationships. The Erewhon series envisions potential futures in surreal landscapes, while Projections and Personas explore individual expressions and societal roles. Mentored by Vincent Desiderio and Steven Assael at the New York Academy of Art, McGalliard developed his distinctive aesthetic during his MFA studies. His work has graced prestigious venues such as Sotheby's, Museo de la Ciudad de México, and Winterrundgang der SpinnereiGalerien in Leipzig, Germany.",875,,"https://a.1stdibscdn.com/j-adam-mcgalliard-paintings-cactus-wren-2022-by-j-adam-mcgalliard-original-pastel-illustration-for-sale-picture-2/a_13082/a_152603621729205407031/l1od0gtaiyigdzyyxi9k2_master.jpg, https://a.1stdibscdn.com/j-adam-mcgalliard-paintings-cactus-wren-2022-by-j-adam-mcgalliard-original-pastel-illustration-for-sale-picture-3/a_13082/a_152603621729205411765/l1od0gtaiyigdzyyxi9k3_master.jpg, https://a.1stdibscdn.com/j-adam-mcgalliard-paintings-cactus-wren-2022-by-j-adam-mcgalliard-original-pastel-illustration-for-sale-picture-5/a_13082/a_152603621729205424673/l1od0gtaiyigdzyyxi9k5_master.jpg, https://a.1stdibscdn.com/j-adam-mcgalliard-paintings-cactus-wren-2022-by-j-adam-mcgalliard-original-pastel-illustration-for-sale/a_13082/a_152603621729205398665/l1od0gtaiyigdzyyxi9k_master.jpg, https://a.1stdibscdn.com/j-adam-mcgalliard-paintings-cactus-wren-2022-by-j-adam-mcgalliard-original-pastel-illustration-for-sale-picture-4/a_13082/a_152603621729205419629/l1od0gtaiyigdzyyxi9k4_master.jpg",J. Adam McGalliard,10.0,8.0,,1.0,"Paper, Pastel, ",Realist,"Created in 2022, Period: 21st Century",Excellent
15252432,"""Looking For Respite"" (2008) By Jennifer McChristian, Original Oil Painting","Jennifer McChristian's ""Looking For Respite"" (2008) is an original, handmade oil painting that depicts a busy sidewalk with people walking and businesses on either side.


Award winning artist, Jennifer McChristian, was born and raised in Montreal, Canada. From an
early age, she knew she wanted to be an artist. Upon completing high school, McChristian began
her art education at Dawson’s College in Montreal, Canada. In 1986, she and her family took
permanent residency in California, where she earned a Bachelor of Fine Art Degree with Honors
from Otis Art Institute in 1990.

McChristian was employed as a full-time animation artist and worked on projects for various
animation studios including Disney and Nickelodeon. She has continued her studies under the
tutelage of renowned artists Robert Blue, Karl Dempwolf and Steve Huston. Her inspirations
consist of notable artists such as John Singer Sargent, Anders Zorn, Nicolai Fechin and Cecilia
Beaux.

McChristian primarily paints in oils and occasionally watercolors and gouache. She has an
affinity for painting ‘en plein air’ and also enjoys creating studio works using her outdoor
sketches as inspiration. “Painting is somewhat of a spiritual experience for me. Although
challenging at times, the end result evokes within me a sense of elation, nostalgia and harmony”.
Since 2000, McChristian has devoted herself to painting full-time and actively participates in art
events and community building programs. She conducts an ongoing, uninstructed figure drawing
workshop three times a week out of her spacious studio (that she refers to as her ‘sanctuary’)
located in the heart of Los Feliz Village, CA. In addition, McChristian teaches plein air painting
workshops in various locations throughout the United States and abroad. McChristian also finds
the time to pursue other artistic interests such as classical ballet. She believes learning is a neverending
process and continues to develop and refine her artistic talent through workshops,research, travel and frequent excursions to museums and galleries.

McChristian recently received 'Donor's Award of Excellence' from the Oil Painters of America
21st National Juried Exhibition. She was also featured in the July 2012 American Artist
magazine, Southwest Art's October 2009 publication and American Art Collector's February
2010 issue. She is a Signature of Oil Painters of America (OPA).

Ms. McChristian is currently represented by Abend Gallery in Colorado, Peter Barker Fine Art
in England and Hanna Gallery in Texas. She currently resides in Glendale, CA with her husband
Ben Fried and a magically inclined calico cat named Bamboo.",500,,"https://a.1stdibscdn.com/jennifer-mcchristian-paintings-looking-for-respite-2008-by-jennifer-mcchristian-original-oil-painting-for-sale/a_13082/a_152524321729105171356/zeh3k9gxim2tvggc2hbi_master.jpg, https://a.1stdibscdn.com/jennifer-mcchristian-paintings-looking-for-respite-2008-by-jennifer-mcchristian-original-oil-painting-for-sale-picture-4/a_13082/a_152524321729105198375/1eqbyj1g5sxvf9hewrz7_master.jpg, https://a.1stdibscdn.com/jennifer-mcchristian-paintings-looking-for-respite-2008-by-jennifer-mcchristian-original-oil-painting-for-sale-picture-3/a_13082/a_152524321729105191759/qntpmqu9lqo5p3qn3sm5_master.jpg, https://a.1stdibscdn.com/jennifer-mcchristian-paintings-looking-for-respite-2008-by-jennifer-mcchristian-original-oil-painting-for-sale-picture-2/a_13082/a_152524321729105178743/r4w3yze4pgmuunug6gzr_master.jpg",Jennifer McChristian,4.5,5.0,,1.0,"Canvas, Oil, Panel, ",American Impressionist,"Created in 2008, Period: 2010-",Excellent
15252412,"""Under the 110"" (2008) By Jennifer McChristian, Original Oil Painting of City","Jennifer McChristian's ""Under the 110"" (2008) is an original, handmade oil painting that depicts a view of a city from underneath an freeway overpass.


Award winning artist, Jennifer McChristian, was born and raised in Montreal, Canada. From an
early age, she knew she wanted to be an artist. Upon completing high school, McChristian began
her art education at Dawson’s College in Montreal, Canada. In 1986, she and her family took
permanent residency in California, where she earned a Bachelor of Fine Art Degree with Honors
from Otis Art Institute in 1990.

McChristian was employed as a full-time animation artist and worked on projects for various
animation studios including Disney and Nickelodeon. She has continued her studies under the
tutelage of renowned artists Robert Blue, Karl Dempwolf and Steve Huston. Her inspirations
consist of notable artists such as John Singer Sargent, Anders Zorn, Nicolai Fechin and Cecilia
Beaux.

McChristian primarily paints in oils and occasionally watercolors and gouache. She has an
affinity for painting ‘en plein air’ and also enjoys creating studio works using her outdoor
sketches as inspiration. “Painting is somewhat of a spiritual experience for me. Although
challenging at times, the end result evokes within me a sense of elation, nostalgia and harmony”.
Since 2000, McChristian has devoted herself to painting full-time and actively participates in art
events and community building programs. She conducts an ongoing, uninstructed figure drawing
workshop three times a week out of her spacious studio (that she refers to as her ‘sanctuary’)
located in the heart of Los Feliz Village, CA. In addition, McChristian teaches plein air painting
workshops in various locations throughout the United States and abroad. McChristian also finds
the time to pursue other artistic interests such as classical ballet. She believes learning is a neverending
process and continues to develop and refine her artistic talent through workshops,research, travel and frequent excursions to museums and galleries.

McChristian recently received 'Donor's Award of Excellence' from the Oil Painters of America
21st National Juried Exhibition. She was also featured in the July 2012 American Artist
magazine, Southwest Art's October 2009 publication and American Art Collector's February
2010 issue. She is a Signature of Oil Painters of America (OPA).

Ms. McChristian is currently represented by Abend Gallery in Colorado, Peter Barker Fine Art
in England and Hanna Gallery in Texas. She currently resides in Glendale, CA with her husband
Ben Fried and a magically inclined calico cat named Bamboo.",500,,"https://a.1stdibscdn.com/jennifer-mcchristian-paintings-under-the-110-2008-by-jennifer-mcchristian-original-oil-painting-of-city-for-sale/a_13082/a_152524121729104836217/6uqi8z5871t8y2tdnasj_master.jpg, https://a.1stdibscdn.com/jennifer-mcchristian-paintings-under-the-110-2008-by-jennifer-mcchristian-original-oil-painting-of-city-for-sale-picture-3/a_13082/a_152524121729104870825/bm2kd6ldrc1cti4a5y1k_master.jpg, https://a.1stdibscdn.com/jennifer-mcchristian-paintings-under-the-110-2008-by-jennifer-mcchristian-original-oil-painting-of-city-for-sale-picture-2/a_13082/a_152524121729104861529/lep6tlzsjxz0wkgxp46e_master.jpg, https://a.1stdibscdn.com/jennifer-mcchristian-paintings-under-the-110-2008-by-jennifer-mcchristian-original-oil-painting-of-city-for-sale-picture-4/a_13082/a_152524121729104876005/5chy12bf9zlaugv614zf_master.jpg",Jennifer McChristian,4.5,5.0,,1.0,"Oil, Canvas, Panel, ",American Impressionist,"Created in 2008, Period: 2010-",Very Good
15252362,"""Observatory Overhaul"" By Jennifer McChristian, Original Oil Painting of City","Jennifer McChristian's ""Observatory Overhaul"" is an original, handmade oil painting that depicts a cityscape with cars driving down the road next to parked cars and a large observatory in the distance on the top of a hill.


Award winning artist, Jennifer McChristian, was born and raised in Montreal, Canada. From an
early age, she knew she wanted to be an artist. Upon completing high school, McChristian began
her art education at Dawson’s College in Montreal, Canada. In 1986, she and her family took
permanent residency in California, where she earned a Bachelor of Fine Art Degree with Honors
from Otis Art Institute in 1990.

McChristian was employed as a full-time animation artist and worked on projects for various
animation studios including Disney and Nickelodeon. She has continued her studies under the
tutelage of renowned artists Robert Blue, Karl Dempwolf and Steve Huston. Her inspirations
consist of notable artists such as John Singer Sargent, Anders Zorn, Nicolai Fechin and Cecilia
Beaux.

McChristian primarily paints in oils and occasionally watercolors and gouache. She has an
affinity for painting ‘en plein air’ and also enjoys creating studio works using her outdoor
sketches as inspiration. “Painting is somewhat of a spiritual experience for me. Although
challenging at times, the end result evokes within me a sense of elation, nostalgia and harmony”.
Since 2000, McChristian has devoted herself to painting full-time and actively participates in art
events and community building programs. She conducts an ongoing, uninstructed figure drawing
workshop three times a week out of her spacious studio (that she refers to as her ‘sanctuary’)
located in the heart of Los Feliz Village, CA. In addition, McChristian teaches plein air painting
workshops in various locations throughout the United States and abroad. McChristian also finds
the time to pursue other artistic interests such as classical ballet. She believes learning is a neverending
process and continues to develop and refine her artistic talent through workshops,research, travel and frequent excursions to museums and galleries.

McChristian recently received 'Donor's Award of Excellence' from the Oil Painters of America
21st National Juried Exhibition. She was also featured in the July 2012 American Artist
magazine, Southwest Art's October 2009 publication and American Art Collector's February
2010 issue. She is a Signature of Oil Painters of America (OPA).

Ms. McChristian is currently represented by Abend Gallery in Colorado, Peter Barker Fine Art
in England and Hanna Gallery in Texas. She currently resides in Glendale, CA with her husband
Ben Fried and a magically inclined calico cat named Bamboo.",1700,,"https://a.1stdibscdn.com/jennifer-mcchristian-paintings-observatory-overhaul-by-jennifer-mcchristian-original-oil-painting-of-city-for-sale-picture-4/a_13082/a_152523621729104537688/11hogcnjvoamgki2i8hn_master.jpg, https://a.1stdibscdn.com/jennifer-mcchristian-paintings-observatory-overhaul-by-jennifer-mcchristian-original-oil-painting-of-city-for-sale-picture-2/a_13082/a_152523621729104516502/v7es5fzmen6z3ue8rzev_master.jpg, https://a.1stdibscdn.com/jennifer-mcchristian-paintings-observatory-overhaul-by-jennifer-mcchristian-original-oil-painting-of-city-for-sale/a_13082/a_152523621729104504136/bad08r6tdgcdxhxhlkru_master.jpg, https://a.1stdibscdn.com/jennifer-mcchristian-paintings-observatory-overhaul-by-jennifer-mcchristian-original-oil-painting-of-city-for-sale-picture-3/a_13082/a_152523621729104530544/q0i24oykypda2uajirtv_master.jpg",Jennifer McChristian,9.0,12.0,,1.0,"Oil, ",American Impressionist,Period: 2010-,Excellent
15252222,"""Homestead"" (2023) By Alexandra Hansen, Original Oil Painting of Landscape","""Homestead"" (2023) by Alexandra Hanssen is an original, handmade oil painting on panel that depicts a small farm home in a large open field.",325,,"https://a.1stdibscdn.com/alexandra-hansen-paintings-homestead-2023-by-alexandra-hansen-original-oil-painting-of-landscape-for-sale-picture-4/a_13082/a_152522221729102883322/kgb4lb4cunduyb324wx44_master.jpg, https://a.1stdibscdn.com/alexandra-hansen-paintings-homestead-2023-by-alexandra-hansen-original-oil-painting-of-landscape-for-sale-picture-2/a_13082/a_152522221729102863881/q0ovb4k34gke4mm90j67_master.jpg, https://a.1stdibscdn.com/alexandra-hansen-paintings-homestead-2023-by-alexandra-hansen-original-oil-painting-of-landscape-for-sale-picture-3/a_13082/a_152522221729102878805/kgb4lb4cunduyb324wx42_master.jpg, https://a.1stdibscdn.com/alexandra-hansen-paintings-homestead-2023-by-alexandra-hansen-original-oil-painting-of-landscape-for-sale/a_13082/a_152522221729102806354/kgb4lb4cunduyb324wx4_master.jpg",Alexandra Hansen,6.0,6.0,,0.2,"Oil, Panel, ",Impressionist,"Created in 2023, Period: 2010-",Excellent
15252642,"""Pacifica III"" (2024) by Carrie Goller, Original Mixed-Media Painting","Carrie Goller's (US based) ""Good Morning"" (2024) is an original, mixed media using encaustic on wood panel that depicts an abstracted waterscape.

Born and raised on Washington’s tiny Bainbridge Island, artist Carrie Goller recalls being advised as a child to pursue a career in fine art.  After an early career as a paralegal, a life-changing experience led her to become a serious and dedicated artist.

Once I finally indulged my need to create art, the door was opened and I haven’t looked back. I’ve been making up for lost time; a bit obsessed.  Art is now a necessity for me. I find true expression and balance in that world, says Goller.

Goller is inspired by simple, sensuous organic forms and the realm of colors, shapes and textures found in nature. Her thoughtful approach to subject matter can be evidenced from her tender still life work, along with a passion for rendering impressionist oils of daily life.  From her Bainbridge Island and Hood Canal studios she transitions within several genres and multiple media, including oil and pastel, as well as ancient mediums such as encaustic (molten pigmented beeswax) and egg tempera.  Goller’s approach tends to be experimental with leanings toward the classical.",390,,"https://a.1stdibscdn.com/carrie-goller-paintings-pacifica-iii-2024-by-carrie-goller-original-mixed-media-painting-for-sale/a_13082/a_152526421729106711103/aplvhn02nk0no6h51omt_master.jpg, https://a.1stdibscdn.com/carrie-goller-paintings-pacifica-iii-2024-by-carrie-goller-original-mixed-media-painting-for-sale-picture-4/a_13082/a_152526421729106802344/5537dkdkyywnm3b6a3bx_master.jpg, https://a.1stdibscdn.com/carrie-goller-paintings-pacifica-iii-2024-by-carrie-goller-original-mixed-media-painting-for-sale-picture-2/a_13082/a_152526421729106791187/zamfnmm6ahoqymovi8cc_master.jpg, https://a.1stdibscdn.com/carrie-goller-paintings-pacifica-iii-2024-by-carrie-goller-original-mixed-media-painting-for-sale-picture-3/a_13082/a_152526421729106796437/62lodgi5wagsea1b7e7h_master.jpg",Carrie Goller(American),10.0,10.0,,1.5,"Mixed Media, Encaustic, Wood Panel, ",Contemporary,"Created in 2024, Period: 2010-",Excellent
15252582,"""Good Morning"" (2024) by Carrie Goller, Original Encaustic Painting of Bird","Carrie Goller's (US based) ""Good Morning"" (2024) is an original, mixed media using encaustic and oil on wood panel that depicts a hummingbird and a bumblebee flying towards a sunflower.

Born and raised on Washington’s tiny Bainbridge Island, artist Carrie Goller recalls being advised as a child to pursue a career in fine art.  After an early career as a paralegal, a life-changing experience led her to become a serious and dedicated artist.

Once I finally indulged my need to create art, the door was opened and I haven’t looked back. I’ve been making up for lost time; a bit obsessed.  Art is now a necessity for me. I find true expression and balance in that world, says Goller.

Goller is inspired by simple, sensuous organic forms and the realm of colors, shapes and textures found in nature. Her thoughtful approach to subject matter can be evidenced from her tender still life work, along with a passion for rendering impressionist oils of daily life.  From her Bainbridge Island and Hood Canal studios she transitions within several genres and multiple media, including oil and pastel, as well as ancient mediums such as encaustic (molten pigmented beeswax) and egg tempera.  Goller’s approach tends to be experimental with leanings toward the classical.",1200,,"https://a.1stdibscdn.com/carrie-goller-paintings-good-morning-2024-by-carrie-goller-original-encaustic-painting-of-bird-for-sale-picture-5/a_13082/a_152525821729106451128/qvmc8pb3his3h53mm5r8_master.jpg, https://a.1stdibscdn.com/carrie-goller-paintings-good-morning-2024-by-carrie-goller-original-encaustic-painting-of-bird-for-sale-picture-2/a_13082/a_152525821729106335218/ear9qqi19e5vxht16xib_master.jpg, https://a.1stdibscdn.com/carrie-goller-paintings-good-morning-2024-by-carrie-goller-original-encaustic-painting-of-bird-for-sale-picture-3/a_13082/a_152525821729106399133/0r8wmi5ms1rw153tgei6_master.jpg, https://a.1stdibscdn.com/carrie-goller-paintings-good-morning-2024-by-carrie-goller-original-encaustic-painting-of-bird-for-sale-picture-4/a_13082/a_152525821729106434814/40tlrduoqvtknruvnmeb_master.jpg, https://a.1stdibscdn.com/carrie-goller-paintings-good-morning-2024-by-carrie-goller-original-encaustic-painting-of-bird-for-sale/a_13082/a_152525821729106283140/u8frstq9azu1gdzw1ftm_master.jpg",Carrie Goller(American),20.0,20.0,,1.5,"Mixed Media, Encaustic, Wood Panel, ",Contemporary,"Created in 2023, Period: 2010-",Excellent
15253392,"""Near Santa Fe, Evening"" (2017) By Stephen Day, Original Painting of Landscape","""Near Santa Fe, Evening"" (2017) by Stephen Day is an original, handmade oil painting that depicts a landscape in the sunset.


Stephen Day was born in Sheridan, Wyoming, and, while growing up he lived in Santa Fe, New Mexico, Aspen Colorado, and Durango, Colorado. He always felt the wonderfully unique beauty of the west but until he became an artist he really didn't know how to fully respond to that beauty.

Day is now a full-time artist living in Taos, New Mexico. Working mainly in oil he paints various subjects from life but the landscape is his first love. He says of his working philosophy, ""I paint almost exclusively from life trying to capture the feeling and the mood of the subject before me. This work philosophy forces me to paint quickly to get a spontaneous and fresh response, because everything around us (including ourselves) is in a constant state of change."" Day frequently paints on location and uses these smaller paintings to create larger studio paintings.

Artist's Background:

1976 - Bachelor of Arts Degree, McMurry College, Abilene, Texas
1980 - Master's Degree, Southern Methodist University, Dallas, Texas
Studied at the Art Students League of Denver with Bruce Cody and Mark Dailly Workshops taken with David Leffel, John Encinias and Clyde Aspevig Studied with Richard Schmid at the Loveland Academy of Fine Art, 1994-1998",475,,"https://a.1stdibscdn.com/stephen-day-paintings-near-santa-fe-evening-2017-by-stephen-day-original-painting-of-landscape-for-sale-picture-4/a_13082/a_152533921729111728520/x0e1f49vw4ni1e7z9xu4_master.jpg, https://a.1stdibscdn.com/stephen-day-paintings-near-santa-fe-evening-2017-by-stephen-day-original-painting-of-landscape-for-sale/a_13082/a_152533921729111705517/8tk7s57dw76t7d0mqmcc_master.jpg, https://a.1stdibscdn.com/stephen-day-paintings-near-santa-fe-evening-2017-by-stephen-day-original-painting-of-landscape-for-sale-picture-2/a_13082/a_152533921729111714212/afj525kosjnfxx6np9v9_master.jpg, https://a.1stdibscdn.com/stephen-day-paintings-near-santa-fe-evening-2017-by-stephen-day-original-painting-of-landscape-for-sale-picture-3/a_13082/a_152533921729111721426/i335qlmeo155jo6e38ju_master.jpg, https://a.1stdibscdn.com/stephen-day-paintings-near-santa-fe-evening-2017-by-stephen-day-original-painting-of-landscape-for-sale-picture-5/a_13082/a_152533921729111735494/jtl5labug5my5xtgoowa_master.jpg",Stephen Day(1954),12.0,9.0,,1.0,"Oil, ",,"Created in 2017, Period: 21st Century",Excellent
